"status","label","ngram forms",,
"w","interband and intersubband devices","interband and intersubband devices",,
"w","interdependent wireless network","interdependent wireless network",,
"w","interdisciplinary research on service systems","interdisciplinary research on service systems",,
"w","interface control","interface control",,
"w","interface design","interface design",,
"w","interfaces for children","interfaces for children",,
"w","interference","interference",,
"w","interference alignment","interference alignment",,
"w","interference discovery","interference discovery",,
"w","interference management","interference management",,
"w","intermolecular entanglement","intermolecular entanglement",,
"w","international cooperation","international cooperation",,
"w","internet","internet",,
"w","internet economy","internet economy",,
"w","internet evolution","internet evolution",,
"w","internet maps","internet maps",,
"w","internet market","internet market",,
"w","internet measurements","internet measurements",,
"w","internet models","internet models",,
"w","internet routing","internet routing",,
"w","internet sociology","internet sociology",,
"w","internet structure","internet structure",,
"w","internet-of-things","internet-of-things *** internet of things",,
"w","interoperability"," interoperable *** Interoperability",,
"w","interoperation","interoperation",,
"w","interpretation of information resources","interpretation of information resources",,
"w","intersubband transitions","intersubband transitions",,
"w","intra-body communications","intra-body communications",,
"w","intracellular recordings","intracellular recordings",,
"w","intramolecular electron transfer","intramolecular electron transfer",,
"w","intrinsically motivated learning","intrinsically motivated learning",,
"w","intuition","intuition",,
"w","intuitive interface","intuitive interface",,
"w","inverse problems","inverse problems *** inverse problem",,
"w","inversionless gain","inversionless gain",,
"w","investigative web search","investigative web search",,
"w","ion coulomb crystals","ion coulomb crystals",,
"w","ion trap","ion trap *** ion traps",,
"w","ion traps","ion traps",,
"w","ionisation sensor","ionisation sensor",,
"w","ionizing radiation","ionizing radiation",,
"w","isogeoemtric analysis","isogeoemtric analysis",,
"w","iterative methods","iterative methods",,
"w","itrs","itrs",,
"w","joint demodulation","joint demodulation",,
"w","joint signal processing","joint signal processing",,
"w","just-in-time compilation","just-in-time compilation",,
"w","k-lines","k-lines",,
"w","kansei engineering","kansei engineering",,
"w","kansei engineering emotional design","kansei engineering emotional design",,
"w","key life skills","key life skills",,
"w","key management","key management",,
"w","kids computer interaction","kids computer interaction",,
"w","kilo-electron volt","kilo-electron volt",,
"w","kinesthetic","kinesthetic",,
"w","kinetic games","kinetic games",,
"w","kinetic multimodal interaction","kinetic multimodal interaction",,
"w","knowledge abstraction and customization","knowledge abstraction and customization",,
"w","knowledge base","knowledge base",,
"w","knowledge capture","knowledge capture",,
"w","knowledge compilation","knowledge compilation",,
"w","knowledge discovery","knowledge discovery",,
"w","knowledge discovery from data","knowledge discovery from data",,
"w","knowledge discovery services","knowledge discovery services",,
"w","knowledge discovery systems","knowledge discovery systems",,
"w","knowledge engineering","knowledge engineering",,
"w","knowledge lifecycle","knowledge lifecycle",,
"w","knowledge management"," knowledge managment *** knowledge management",,
"w","knowledge patterns","knowledge patterns",,
"w","knowledge representation","knowledge representation",,
"w","knowledge sharing","knowledge sharing",,
"w","knowledge space","knowledge space",,
"w","knowledge-based systems","knowledge-based systems",,
"w","knowledge-intensive environments","knowledge-intensive environments",,
"w","knowledge-intensive information systems","knowledge-intensive information systems",,
"w","knowlegde","knowlegde",,
"w","kolmogorov complexity","kolmogorov complexity",,
"w","l-prf","l-prf",,
"w","lab on chip"," lab-on-chip *** lab on chip",,
"w","label free sensors","label free sensors",,
"w","labor performance","labor performance",,
"w","land-cover classification and segmentation","land-cover classification and segmentation",,
"w","language engineering","language engineering",,
"w","language technology","language technology",,
"w","language theory","language theory",,
"w","language-oriented programming","language-oriented programming",,
"w","large scale distributed control systems","large scale distributed control systems",,
"w","large technical vocabulary","large technical vocabulary",,
"w","large virtual environments","large virtual environments",,
"w","large-scale complex problems","large-scale complex problems",,
"w","large-scale distributed systems","large-scale distributed systems",,
"w","large-scale networks","large-scale networks *** large scale networks *** large scale network",,
"w","laser amplifier","laser amplifier",,
"w","laser diode","laser diode",,
"w","laser technology","laser technology",,
"w","lasers"," laser *** lasers",,
"w","lasing","lasing",,
"w","lasing without population inversion","lasing without population inversion",,
"w","late cmos and post-cmos","late cmos and post-cmos",,
"w","lateral thinking","lateral thinking",,
"w","lattice boltzmann","lattice boltzmann",,
"w","laughing avatars","laughing avatars",,
"w","laughter analysis","laughter analysis",,
"w","laughter synthesis","laughter synthesis",,
"w","laughter-enabled social interaction","laughter-enabled social interaction",,
"w","lead-free","lead-free",,
"w","learner psychology","learner psychology",,
"w","learning","learning",,
"w","learning algorithms","learning algorithms",,
"w","learning from errors","learning from errors",,
"w","learning from massive data sources","learning from massive data sources",,
"w","learning methods"," learning methodologies *** learning methods",,
"w","learning networks","learning networks",,
"w","learning objects","learning objects",,
"w","learning paradigms","learning paradigms",,
"w","led","led",,
"w","led pumping","led pumping",,
"w","legal","legal",,
"w","legal and financial contracts","legal and financial contracts",,
"w","lexical intention recognition","lexical intention recognition",,
"w","lexical semantic resources","lexical semantic resources",,
"w","lexicalized grammars","lexicalized grammars",,
"w","lfp","lfp",,
"w","library","library",,
"w","lidar","lidar",,
"w","lie-transformation groups","lie-transformation groups",,
"w","life behavior modeling and discovery","life behavior modeling and discovery",,
"w","life cycle platforms","life cycle platforms",,
"w","life science","life science",,
"w","lifestyle advices","lifestyle advices",,
"w","lifestyle engine","lifestyle engine",,
"w","light fields","light fields",,
"w","light interaction","light interaction",,
"w","light polarization control","light polarization control",,
"w","light-trail","light-trail",,
"w","lighting systems"," lighting system *** lighting systems",,
"w","lightpath","lightpath",,
"w","limited control","limited control",,
"w","limited data","limited data",,
"w","linguistic summeries","linguistic summeries",,
